yyyy,mm,tmax,tmin,af,rain
1971,12,8.8,4.8,0,35.1
1972,1,5.7,1.6,8,92.7
1972,2,5.8,1.8,5,65.9
1972,3,9.9,2.5,4,106.2
1972,4,11.5,5.3,0,56.9
1972,5,14.4,6.8,0,56.6
1972,6,15.8,8.7,0,83.1
1972,7,19.5,11.6,0,55.7
1972,8,19.3,11.5,0,61.2
1972,9,15.1,8.5,0,50.6
1972,10,13.5,7,0,14.5
1972,11,9.2,4.5,1,84.9
1972,12,7.6,2.9,0,80.3
1973,1,6.7,2.8,5,39.8
1973,2,7.4,2.1,9,65
1973,3,10.6,3.6,0,15.1
1973,4,10.6,3.5,2,77.5
1973,5,15.5,7.4,0,59.5
1973,6,20,10.8,0,44
1973,7,19.7,12.1,0,200.6
1973,8,20.7,12.1,0,58
1973,9,18,10.5,0,58.1
1973,10,12.2,6,1,63.3
1973,11,8.6,3.6,7,28.8
1973,12,7.3,2.4,7,51.6
1974,1,8.1,2.9,3,79.3
1974,2,8,3.1,0,67.3
1974,3,8.5,2.2,1,39.8
1974,4,11.6,3.6,0,12.3
1974,5,15.7,6.9,0,39.5
1974,6,17.7,9.8,0,48.5
1974,7,18.7,11.7,0,67.6
1974,8,19.5,11.5,0,81
1974,9,15.7,8.8,0,90.8
1974,10,10,5.3,0,55.9
1974,11,8.7,3.7,1,121.1
1974,12,9.9,5.1,2,71.1
1975,1,8.9,3.8,1,73.2
1975,2,6.5,1.6,8,15.8
1975,3,7,1.7,7,58.8
1975,4,12.2,5.1,4,46.9
1975,5,13.8,5.6,0,86.2
1975,6,20.1,9.7,0,11.9
1975,7,21.7,13.2,0,81.9
1975,8,24.6,14.1,0,51.2
1975,9,17.3,9.5,0,34.6
1975,10,13.4,6.5,0,27.2
1975,11,8.8,3.3,3,28.6
1975,12,8.2,3.4,4,43
1976,1,7.6,3.2,8,93.8
1976,2,6.7,2.1,8,33.7
1976,3,7.8,1.4,8,29.5
1976,4,11.7,4.4,2,16.2
1976,5,15.8,7.9,0,79.9
1976,6,22.3,12,0,16.6
1976,7,24,13.2,0,16.9
1976,8,23,11.9,0,17.3
1976,9,16.4,9.6,0,134.9
1976,10,13,7.5,0,127.7
1976,11,8.6,3.2,1,32.4
1976,12,3.7,0.3,10,75.3
1977,1,4.6,0.4,12,113.8
1977,2,6.3,1.5,6,201.4
1977,3,9.5,3.4,3,59.7
1977,4,10.6,3.6,2,45
1977,5,14.6,6.1,0,43.5
1977,6,16.4,8.3,0,66.4
1977,7,19.6,11.9,0,9.5
1977,8,19.4,11.7,0,69.2
1977,9,16.6,9.7,0,35.2
1977,10,14,8.4,0,45.4
1977,11,8.4,3.4,5,112
1977,12,7.5,3.6,1,82.5
1978,1,5.3,0.7,9,99.4
1978,2,4.4,-0.5,14,55.4
1978,3,10.1,3.3,1,73.2
1978,4,9.4,3,6,47.3
1978,5,16.1,7.1,0,34.7
1978,6,17.4,10,0,90
1978,7,18.3,10.9,0,58.8
1978,8,18.6,11.7,0,48.5
1978,9,17.2,11,0,48.8
1978,10,15.3,9.2,0,9.9
1978,11,11.3,6,4,50
1978,12,5,0.8,14,207.9
1979,1,2.5,-2.4,24,82.3
1979,2,2.6,-1.2,22,78.6
1979,3,6.9,1.7,6,148
1979,4,11,4.4,1,83.1
1979,5,14.4,6,1,115.5
1979,6,19.1,10.4,0,34.9
1979,7,20.4,12.2,0,13
1979,8,19.1,11.4,0,79
1979,9,17.6,9.6,0,25
1979,10,14.2,7.8,0,66.4
1979,11,9.6,3.9,2,96.9
1979,12,7.4,3.6,4,137.7
1980,1,4.4,0.4,13,70.9
1980,2,7.8,2.9,2,117.1
1980,3,7.4,1.9,6,100.1
1980,4,13.4,5.1,1,10.6
1980,5,16,6.1,0,20.5
1980,6,17.9,10.3,0,132.8
1980,7,18.5,11,0,66.9
1980,8,19.8,12,0,79
1980,9,18.6,11.4,0,33.2
1980,10,11.9,5.6,0,113.2
1980,11,8.7,4.4,5,81.8
1980,12,8.4,3.2,4,51.7
1981,1,7.5,2.1,7,56.4
1981,2,5.3,0.5,12,89.4
1981,3,10.1,4.8,0,149.9
1981,4,10.6,4.2,1,110.5
1981,5,15.6,7.6,0,65.3
1981,6,17.3,9.9,0,33.4
1981,7,19.6,12.2,0,18.8
1981,8,20.5,12.4,0,57.2
1981,9,19.2,10.7,0,107.8
1981,10,11.4,5.2,0,87.9
1981,11,10.4,4.9,0,70.4
1981,12,2.6,-2.3,21,93.6
1982,1,5.9,-0.3,14,39.9
1982,2,7.4,2.1,7,20.4
1982,3,9.7,2.8,1,100.1
1982,4,13.5,4.8,2,17.3
1982,5,17.1,6.7,0,23.6
1982,6,18.9,11.2,0,225
1982,7,20.9,12.5,0,14.7
1982,8,19.6,12,0,83.5
1982,9,18.7,10.5,0,56.4
1982,10,13.1,7.2,0,54.7
1982,11,10,5.4,1,117.5
1982,12,6.9,1.8,9,78.7
1983,1,9,4,3,98.7
1983,2,3.5,-0.8,17,39.9
1983,3,9.3,4,0,65.7
1983,4,10.1,3.2,1,121.2
1983,5,13.6,6.4,0,127
1983,6,18,9.9,0,7.6
1983,7,24.5,14.3,0,44.4
1983,8,22.1,12.6,0,31.3
1983,9,16.8,10.2,0,120.1
1983,10,13.6,7.3,2,66.9
1983,11,9.9,5.5,5,41.2
1983,12,8.2,3.4,4,142.2
1984,1,5.6,0.8,10,160.2
1984,2,5.8,0.6,12,79.7
1984,3,7.3,2.2,3,52.3
1984,4,13.3,3.5,5,10
1984,5,14.9,5.9,1,55.4
1984,6,19.1,10.5,0,40.9
1984,7,22.4,12,0,13.3
1984,8,22.5,12.6,0,81.9
1984,9,16.7,10.4,0,117.6
1984,10,14.3,7.7,0,82.7
1984,11,9.8,5.7,0,124.9
1984,12,7.3,2.4,8,47.6
1985,1,3.7,-0.8,19,73
1985,2,5.7,-0.3,14,4.6
1985,3,8.2,1.7,8,48.8
1985,4,11.6,4.8,2,69.5
1985,5,14.4,6.8,0,63.4
1985,6,16.8,8.6,0,76.5
1985,7,20.4,12.7,0,46.4
1985,8,18.4,11.3,0,87.9
1985,9,18.8,11,0,14.2
1985,10,14.4,8.7,0,33.6
1985,11,6.6,1.4,10,78.2
1985,12,8.2,4,6,78
1986,1,5.4,0.6,12,174.1
1986,2,1,-3,25,37.2
1986,3,8.2,1.8,5,67.4
1986,4,9,2.3,3,111
1986,5,16,7.5,0,94.7
1986,6,19.3,9.8,0,48
1986,7,20,11.9,0,25.3
1986,8,17.1,9.7,0,109.9
1986,9,16.1,7.6,0,9.5
1986,10,14.3,7.3,0,85.7
1986,11,10.6,4.7,0,93
1986,12,8.5,3.2,1,142.3
1987,1,3.4,-1.1,18,52.9
1987,2,6.7,1,11,35.1
1987,3,7.3,1.2,14,89.2
1987,4,14.6,6.1,0,64.6
1987,5,14.6,5.9,0,32.6
1987,6,16.5,9,0,140
1987,7,19.8,12.2,0,51.4
1987,8,19.7,12.2,0,45.1
1987,9,17.4,9.3,0,67.2
1987,10,12.5,6,0,119.5
1987,11,8.5,4.1,3,53.5
1987,12,7.9,3.8,5,38.2
1988,1,7.2,2.5,3,173.9
1988,2,7.3,2.2,4,81
1988,3,9.3,2.8,6,97.3
1988,4,11.6,5,1,44.1
1988,5,16.2,7.1,0,50.4
1988,6,18.9,10.8,0,55.9
1988,7,18.6,11.6,0,106.7
1988,8,19.5,11.7,0,78.6
1988,9,16.5,9.7,0,51.7
1988,10,13,7.1,2,88.9
1988,11,9,2.6,8,50.5
1988,12,9.8,5.4,0,36
1989,1,9,3.9,2,20.6
1989,2,9.1,2.9,3,75.3
1989,3,11,3.9,2,77.7
1989,4,9.6,2.7,3,115.5
1989,5,18.4,8.2,0,26
1989,6,20.2,10,0,54.1
1989,7,22.9,13.1,0,41.4
1989,8,21.1,12,0,36.2
1989,9,18.5,10.6,0,23.3
1989,10,14.9,8.5,0,65.3
1989,11,9,4,3,42.6
1989,12,6.7,2.8,4,159.1
1990,1,8.9,3.9,0,128.7
1990,2,9.7,4.4,1,115.2
1990,3,12.4,5.3,3,21.6
1990,4,13.1,3.9,3,25.9
1990,5,18.1,7.7,0,18.9
1990,6,17.6,10.4,0,46.4
1990,7,22.1,11.9,0,21.5
1990,8,23.1,13.8,0,40.8
1990,9,16.7,9.6,0,30.4
1990,10,14.4,8.6,0,129.7
1990,11,8.8,4.9,0,47.9
1990,12,6.7,2.6,5,136
1991,1,5.5,0.1,14,86.8
1991,2,4.8,-0.3,16,68.5
1991,3,10.7,5.2,1,58.7
1991,4,11.4,4.5,2,67.2
1991,5,14.6,7.7,0,14.4
1991,6,15.8,8.5,0,68.6
1991,7,22.2,13.2,0,51.2
1991,8,21.9,12.8,0,8.5
1991,9,19.4,9.8,0,37
1991,10,12.9,7.7,0,54.3
1991,11,9.2,3.8,2,73.1
1991,12,7.9,2.6,7,78.4
1992,1,6.5,1,13,43.6
1992,2,8.9,2.9,5,25.9
1992,3,10.3,4,0,73.6
1992,4,12.3,5.3,0,41.8
1992,5,18.7,8.6,0,57.6
1992,6,20.5,11.7,0,52.2
1992,7,19.8,12.5,0,77.7
1992,8,19.2,11.3,0,117.7
1992,9,16.3,9.7,0,71.9
1992,10,10.2,4.8,1,66
1992,11,10.2,3.8,3,129.1
1992,12,6.3,1.2,11,67.4
1993,1,8.4,2.3,5,88.1
1993,2,7.5,3,2,10.7
1993,3,10.3,2.3,8,16.7
1993,4,13,5.7,0,91.8
1993,5,15.5,7.1,0,70.7
1993,6,19.4,10.2,0,108.3
1993,7,19,11.5,0,85.3
1993,8,18.4,10.3,0,29.7
1993,9,15.2,9,0,121.4
1993,10,10.7,5.4,5,62.8
1993,11,6.3,2.2,10,56.9
1993,12,7.1,2.2,5,171.4
1994,1,7.2,1.5,8,124.4
1994,2,4.9,-0.6,17,75.7
1994,3,10.6,4.2,0,78.1
1994,4,12,4.9,1,55.3
1994,5,13.9,6.5,0,65.6
1994,6,19.2,10.6,0,14.6
1994,7,23.3,12.9,0,33.1
1994,8,19.7,11.8,0,45
1994,9,15.4,9.1,0,148.2
1994,10,12.7,6.2,0,57.9
1994,11,11.7,7,0,103.3
1994,12,9,3.6,6,103.9
1995,1,6.4,1.5,10,157.7
1995,2,9,3.4,0,99.2
1995,3,8.9,2,7,63.9
1995,4,13.2,5.1,1,24.6
1995,5,16.7,7.4,0,48.1
1995,6,18.4,9.6,0,11.3
1995,7,23.8,14.1,0,22.5
1995,8,24.4,13.2,0,12.1
1995,9,17.1,10.3,0,75.6
1995,10,16.1,9.3,0,21.9
1995,11,9.9,5.2,3,60.5
1995,12,3.8,0.1,15,70.4
1996,1,5,2.1,9,57
1996,2,5,0,16,75.1
1996,3,5.9,1.7,5,52.9
1996,4,12.8,4.7,4,37.7
1996,5,13,5.3,0,39.1
1996,6,19.3,9.6,0,29.8
1996,7,21.5,11.9,0,24.5
1996,8,21.5,12.3,0,101.1
1996,9,16.8,9.9,0,27.1
1996,10,14.4,7.9,0,70.6
1996,11,8.2,3.2,8,134.3
1996,12,5,0.6,11,98.2
1997,1,5.2,0.2,15,8.5
1997,2,9.5,3.9,1,106.5
1997,3,12.1,5,1,22
1997,4,13.2,5.1,0,28.2
1997,5,16.3,6.7,0,77.5
1997,6,17.6,10.2,0,130.9
1997,7,21.7,12.7,0,56.7
1997,8,23.3,14.1,0,108.6
1997,9,17.3,10.2,0,17.5
1997,10,13,6.4,3,55.8
1997,11,10.4,6.1,0,93.1
1997,12,8.2,3.9,3,79.4
1998,1,7.1,2.5,5,88.5
1998,2,11.2,5.1,4,9.3
1998,3,11.2,4.8,2,93.5
1998,4,10.9,4.4,2,117.9
1998,5,17,8.5,0,26.6
1998,6,17.5,10.5,0,152.4
1998,7,19.2,12.1,0,36.5
1998,8,20.1,11.9,0,46.2
1998,9,17.7,11.1,0,49.2
1998,10,13,7.2,1,197.9
1998,11,8.4,3.6,2,49.5
1998,12,8.3,2.4,6,57.9
1999,1,8.1,2.7,5,90.8
1999,2,8,2.4,7,44.7
1999,3,10.7,4.2,1,82.8
1999,4,13.4,5.8,3,91.6
1999,5,17.5,9,0,51
1999,6,18.3,10.2,0,61
1999,7,22.5,13.4,0,30.1
1999,8,19.9,12.1,0,75.4
1999,9,20.2,11.5,0,113.7
1999,10,13.8,7.8,0,55.3
1999,11,10.1,5.2,1,48.2
1999,12,7.1,1.9,8,135.6
2000,1,7.8,2.7,2,49.8
2000,2,8.9,3.3,4,72
2000,3,10.9,4.2,3,43.3
2000,4,11.7,4.2,1,153.3
2000,5,16.4,7.6,0,63.9
2000,6,19,11.2,0,46.6
2000,7,18.8,11.4,0,68.5
2000,8,21.2,12.4,0,46.3
2000,9,18.1,10.8,0,117.8
2000,10,13.1,7.1,0,139.5
2000,11,9.1,4,2,167.9
2000,12,7,3.3,9,118
2001,1,5.3,0.3,15,42.1
2001,2,7.7,0.8,11,79.4
2001,3,8,1.6,8,56.2
2001,4,11.3,4,0,80.1
2001,5,17.8,7.7,0,58
2001,6,18.4,10.1,0,43.9
2001,7,21.4,13.2,0,57.5
2001,8,20.9,12.8,0,111.9
2001,9,15.8,10.1,0,67.3
2001,10,15.9,10.2,0,113
2001,11,10.5,4.7,2,27
2001,12,6.3,0.9,14,28
2002,1,8.2,2.5,8,55.9
2002,2,9.8,3.8,1,173.9
2002,3,11.1,4.1,1,34.7
2002,4,13.9,5,1,40.7
2002,5,16.3,8.4,0,60.9
2002,6,19.1,10.9,0,30.9
2002,7,20.1,12,0,133.8
2002,8,21.2,13.4,0,83.4
2002,9,17.8,10.6,0,49.7
2002,10,12.6,6.8,0,145.3
2002,11,10,5.5,0,111.1
2002,12,6.4,3.2,5,129.8
2003,1,6.9,2.5,8,60.7
2003,2,6.6,0,15,30.8
2003,3,12,3.1,3,38.4
2003,4,14.7,5.1,3,44.6
2003,5,16.8,8.5,0,42.6
2003,6,21,12.1,0,111.1
2003,7,21.9,13.5,0,44.9
2003,8,22.4,13.4,0,14
2003,9,19.2,9.6,0,22.7
2003,10,12.6,6,0,48.2
2003,11,10.7,5.1,3,55.4
2003,12,7.5,1.9,9,81.8
2004,1,7.4,3,4,106.5
2004,2,8.1,3,9,50.8
2004,3,9.9,3.6,2,41.3
2004,4,13.5,6.4,0,107
2004,5,16.9,8.3,0,49
2004,6,20,11.8,0,68.5
2004,7,19.9,12.4,0,45.8
2004,8,21.3,13.6,0,181
2004,9,18.1,11.3,0,34.6
2004,10,13.1,7.4,0,88.2
2004,11,10.2,5.5,3,36.2
2004,12,8.3,3.2,6,46.3
2005,1,8.5,3.4,2,48
2005,2,6.7,2.1,5,64.6
2005,3,9.7,4.6,3,31.7
2005,4,12.9,4.8,1,82.6
2005,5,15.8,7.3,0,17.5
2005,6,20.3,11.4,0,42.2
2005,7,20.6,13.1,0,84
2005,8,20.7,12.2,0,39.9
2005,9,18.9,11.3,0,89.2
2005,10,15.3,10.4,0,113.1
2005,11,9.5,3.4,9,57.4
2005,12,7.3,2.2,9,56.7
2006,1,6.4,2.4,1,18.6
2006,2,6.3,1.4,9,48.5
2006,3,7.7,1.5,13,100.2
2006,4,11.8,4.8,1,49.4
2006,5,15.8,7.4,0,85
2006,6,21.6,11.8,0,9.8
2006,7,25.6,14.5,0,40.9
2006,8,19.6,12.8,0,90.5
2006,9,20.5,12.6,0,62.4
2006,10,15.5,9.7,0,99.1
2006,11,11.2,5.3,1,66.8
2006,12,8.8,4.2,2,114
2007,1,9.6,4.3,4,146.9
2007,2,8.6,3.6,6,57.5
2007,3,10.2,4.1,1,44.5
2007,4,15.8,7.4,0,5.8
2007,5,15.6,8.2,0,83.8
2007,6,18.6,11.2,0,285.6
2007,7,18.8,12.2,0,113
2007,8,19.7,12.2,0,27.1
2007,9,17.6,10.5,0,28.1
2007,10,14,8.1,0,23.3
2007,11,10.3,5,2,58.3
2007,12,7.2,2.4,8,74.9
2008,1,9,3.9,2,154
2008,2,9.1,1.4,9,48.7
2008,3,9.1,2.7,3,98.8
2008,4,11.4,4.4,2,79.2
2008,5,17.5,8.6,0,43.5
2008,6,18.7,10.7,0,56.7
2008,7,20.8,13,0,108.7
2008,8,20.1,13.4,0,82.6
2008,9,17,10.8,0,92.4
2008,10,12.8,7.2,0,93.2
2008,11,9,4.9,3,60
2008,12,6.1,2.2,4,52.8
2009,1,5.7,1.3,8,47
2009,2,6.7,2.3,11,39.6
2009,3,10.9,4,2,44.2
2009,4,14.6,6,0,51
2009,5,16.4,8,0,81.7
2009,6,19.2,10.9,0,168.2
2009,7,20.4,12.6,0,113.4
2009,8,21,13.3,0,46.4
2009,9,18,10.9,0,26.8
2009,10,14.4,8.5,0,50
2009,11,10.4,5.8,0,161.6
2009,12,5.2,1.3,13,66.1
2010,1,3.4,0.1,14,48.6
2010,2,4.4,0.2,11,53.6
2010,3,9.9,3,8,56.4
2010,4,13.8,5.1,0,24.8
2010,5,15.2,7.1,0,21.2
2010,6,20.4,11,0,41.2
2010,7,21,13.5,0,68.3
2010,8,19.5,11.7,0,39.6
2010,9,17.8,10.8,0,67.8
2010,10,13.3,7.3,0,65.4
2010,11,7.4,3,6,112.7
2010,12,2.7,-1.9,20,18.8
2011,1,6.4,1.9,11,49.6
2011,2,8.8,4.2,1,104.2
2011,3,10.9,3.4,2,12.4
2011,4,17.1,7.5,0,11.2
2011,5,16.7,8.4,0,40.2
2011,6,19.4,10,0,47.8
2011,7,20.3,11.5,0,18
2011,8,20.1,12.2,0,42
2011,9,19.5,11.6,0,27.8
2011,10,15.9,9.2,0,57.2
2011,11,11.7,7.1,0,37.4
2011,12,8.1,3.6,0,124.6
2012,1,7.9,2.9,6,87.6
2012,2,7.6,2.3,11,26.2
2012,3,13.6,4.7,0,32.6
2012,4,10.7,3.9,1,180.6
2012,5,16.4,7.6,1,48
2012,6,17.3,10.3,0,166.6
2012,7,19.5,12.3,0,107.2
2012,8,20.9,12.5,0,99.2
2012,9,17.1,9.7,0,90.6
2012,10,12.2,6.1,0,61.2
2012,11,9.2,3.8,1,110.6
2012,12,7,2.3,5,136
2013,1,5.7,1.7,14,70.4
2013,2,5.2,0.6,10,63.4
2013,3,4.5,-0.2,18,63.4
2013,4,11.9,4,4,9.2
2013,5,15.5,6.9,0,84.2
2013,6,18.8,10.1,0,37.8
2013,7,24,13.7,0,56.6
2013,8,21.6,13.1,0,33.4
2013,9,17.5,10.2,0,47.2
2013,10,14.9,9.6,0,136.2
2013,11,9.1,3.9,1,56.6
2013,12,9.1,3.9,0,69.8
2014,1,7.8,3,4,124.2
2014,2,8.5,3.5,1,106.2
2014,3,11.6,4.2,2,48.6
2014,4,14.2,6.7,0,60.4
2014,5,16.6,8.5,0,123.8
2014,6,19.4,11.4,0,45.4
2014,7,23.2,13.3,0,20
2014,8,19.3,11.5,0,67.4
2014,9,18.4,10.9,0,9.6
2014,10,14.9,9,0,60.8
2014,11,10.5,6,0,95.8
2014,12,7.7,3.3,3,102
2015,1,6.9,2.2,8,84.2
2015,2,6.9,2,5,35.4
2015,3,9.8,3.2,1,71.4
2015,4,14.3,5,0,21.4
2015,5,14.8,7.7,0,83.6
2015,6,19.1,10,0,43.2
2015,7,20.8,12,0,30
2015,8,20.6,12.5,0,66.2
2015,9,16.9,8.7,0,29.2
2015,10,13.9,7.7,0,80.4
2015,11,12.2,6.5,1,126.8
2015,12,12,6.2,0,121.2
2016,1,7.7,3,3,111.5
2016,2,7.8,2,5,68.6
2016,3,9.1,2.9,2,87.2
2016,4,11.6,3.8,1,65.8
2016,5,16.9,7.9,0,58.2
2016,6,18.8,11.1,0,130.4
